0-4,4
5-9,4
10-14,4
15-19,4
20-24,5
25-29,5
30-34,5
35-39,6
40-44,7
45-49,8
50-54,7
55-59,6
60-64,6
65-69,6
70-74,7
75-79,6
80-84,4
85-89,3
90-94,2
95-99,0
